"meteorite_name","recclass","mass_g","impact_year"
"Kackley","H4","1368",2006
"Kaffir (a)","L5","1874.9",1965
"Kaffir (b)","H4","3500",1966
"Kaffir (c)","L6","7947",1980
"Kaffir (d)","L5","26760",1981
"Kennard","H5","8200",1961
"Kalahari 008","Lunar (anorth)","585",1999
"Kalahari 009","Lunar (basalt)","13500",1999
"Kaldoonera Hill","H6","12000",1956
"Kalkaska","Iron, IIIAB","9399",1947
"Kalugalatenna","L6","4000",2003
"Kalvesta","H4","10000",1968
"Kamioka","H4","30",1921
"Kamyshla","L6","1540",1981
"Kansas City (1903)","H5","36000",1903
"Kansas State University","H4","301",2004
"Kanzaki","H","483",1905
"Kappakoola","H6","392.5",1929
"Kapunda","Iron, IIIAB","542",1965
"Karagai","L6","115",1900
"Karasburg","Iron, IIIAB?","12000",1964
"Karee Kloof","Iron, IAB-sLL","92100",1914
"Kargapole","H4","21800",1961
"Karval","H5","1104",1936
"Kaufman","L5","23000",1893
"Kearney","H5","10000",1934
"Keen Mountain","Iron, IIAB","6690",1950
"Kelly","LL4","44300",1937
"Kendall County","Iron, IAB-ung","21000",1887
"Kenna","Ureilite","10900",1972
"Kenna (b)","L5","453",1972
"Kenton County","Iron, IIIAB","194000",1889
"Kermichel","L6","3000",1911
"Keyes","L6","142000",1939
"Keystone Lake","L5","787",2003
"Kharga","Iron, IVA","1040",2000
"Khatiyah","H5","1500",2000
"Khatyrka","CV3","0.1",2011
"Kifkakhsyagan","Iron, IIIAB","18800",1972
"Kimba","H4","1492",1997
"Kimble County","H6","153800",1918
"Kimbolton","H4","7500",1976
"Kinclaven 001","L5","17.3",1973
"King Tut","L5","19.51",1997
"Kingfisher","L5","8180",1950
"Kingston","Iron, ungrouped","12900",1891
"Kinley","L6","2000",1965
"Kinsella","Iron, IIIAB","3720",1946
"Kirishi","L4","1350",2006
"Kissij","H5","5500",1899
"Kittakittaooloo","H4","3600",1970
"Kivesvaara","CM2","164",1968
"Klamath Falls","Iron, IIIF","17000",1952
"Klein Glacier 98300","EH3","33.6",1998
"Knowles","Iron, IIIAB","161000",1903
"Kodaikanal","Iron, IIE","15900",1898
"Kofa","Iron, IAB-sHH","490",1893
"Kokomo","Iron, IVB","1800",1862
"Kokstad","Iron, IIIE","341000",1884
"Koltsovo","H4","20020",2004
"Königsbrück","H/L4","51.8",2004
"Kopjes Vlei","Iron, IIAB","13600",1914
"Koraleigh","L6","450",1943
"Korra Korrabes","H3","140000",1996
"Kossuth","Iron, IVA","5900",1975
"Kota-Kota","EH3","334",1905
"Kouga Mountains","Iron, IIIAB","1173000",1903
"Kramer Creek","L4","2300",1966
"Krasnodar","L5","2040",2006
"Krasnojarsk","Pallasite, PMG-an","700000",1749
"Kress (a)","L6","12500",1951
"Kress (b)","L4","2600",1966
"Kress (c)","L6","5600",1978
"Kress (d)","H5","57",1994
"Krider","H6","2386",1978
"Krzadka","Iron","2500",1929
"Ksar el Hajoui","L6","3100",2010
"Ksar Ghilane 001","L6","5511",2008
"Ksar Ghilane 002","Martian (shergottite)","538",2010
"Ksar Ghilane 003","L6","299",2010
"Ksar Ghilane 004","H5","335",2010
"Ksar Ghilane 005","L6","73",2010
"Ksar Ghilane 006","H4","26",2011
"Ksar Ghilane 007","H6","5381",2011
"Ksar Ghilane 008","H5","295",2011
"Ksar Ghilane 009","H6","173",2011
"Ksar Ghilane 010","L5","50.1",2012
"Ksar Ghilane 011","L4","25.6",2012
"Kufra","H5","344",1999
"Kuga","Iron, IIIAB","5600",1950
"Kulnine","L6","55300",1886
"Kumerina","Iron, IIC","53500",1937
"Kumiva Valley","H5","30.15",2001
"Kumtag","H5","26000",2008
"Kumtag 002","L4","557",2011
"Kumtag 003","H5","1260",2011
"Kyancutta","Iron, IIIAB","32700",1932
"Kybo 001","LL5","2492.7",1984
"Kybunga","L5","7900",1956
"Kyle","L6","7780",1965
"La Banderia","LL5","54.3",1986
"La Caille","Iron, ungrouped","626000",1828
"La Ciénega","H6","7632",2007
"La Escondida","H5","8.2",1979
"La Esmeralda","L6","483",1999
"La Grange","Iron, IVA","50800",1860
"La Lande","L5","30000",1933
"La Luz","H4","4798",2005
"La Porte","Iron, IIIAB","14540",1900
"La Primitiva","Iron, IIG","27400",1888
"La Villa","H4","19800",1956
"La Yesera 001","H6","205",2003
"La Yesera 002","LL5","2625",2003
"La Yesera 003","L4","447",2003
"La Yesera 004","L6","1489",2003
"Lac Dodon","Iron, IAB complex","800",1993
"Ladder Creek","L6","35100",1937
"Lafayette (stone)","Martian (nakhlite)","800",1931
"Lago Valscura","H5","200",1995
"Laguna Manantiales","Iron","92000",1945
"Lahmada","H6","7360",1998
"Lahmada 002","L6","360.1",1999
"Lahmada 003","L6","374.5",1999
"Lahmada 004","H6","139.6",1999
"Lahmada 005","L4/5","103.1",1999
"Lahmada 006","L6","904.6",1999
"Lahmada 007","H5","620.6",1999
"Lahmada 008","L6","43.3",1999
"Lahmada 009","H3-6","70000",1999
"Lahmada 010","H6","117.4",1999
"Lahmada 011","H5","1520",1998
"Lahmada 012","H5","2510",1998
"Lahmada 013","H6","1373",1998
"Lahmada 014","H5","312",1998
"Lahmada 015","H6","1455",1998
"Lahmada 016","H5","998",1998
"Lahmada 017","H5","85",1998
"Lahmada 018","H5","226",1998
"Lahoma","L5","21800",1963
"Lake Bonney","L6","2750",1961
"Lake Brown","L6","23400",1919
"Lake Carnegie","Eucrite-cm","12.1",1992
"Lake Frome 001","H5","32.5",1992
"Lake Frome 002","H5","201",1992
"Lake Frome 003","H6","5",1992
"Lake Frome 004","H6","107",1992
"Lake Frome 005","L5","54",1992
"Lake Grace","L6","10500",1956
"Lake Labyrinth","LL6","25850",1924
"Lake Machattie","H5","2600",1988
"Lake Murray","Iron, IIAB","270000",1933
"Lake Torrens","L6","906",1989
"Laketon","L6","3600",1937
"Lakeview","H4","1238",1970
"Lakewood","L6","46500",1955
"Lamesa","Iron, IAB-sLM","16900",1981
"Lamont","Mesosiderite","38690",1940
"Lancaster County","Iron","13000",1903
"Landes","Iron, IAB-MG","69800",1930
"Landor","Iron","9000",1931
"Langwies","H6","16.5",1985
"Lanton","Iron, IIIAB","13780",1932
"LaPaz Icefield 02204","L5","1313.7",2002
"LaPaz Icefield 10095","H5","13.9",2010
"LaPaz Icefield 02205","Lunar (basalt)","1226.3",2002
"LaPaz Icefield 02206","CV3","1284.6",2002
"LaPaz Icefield 02207","LL5","2920.4",2002
"LaPaz Icefield 02209","LL5","1563.1",2002
"LaPaz Icefield 02210","LL5","2237.6",2002
"LaPaz Icefield 02212","LL5","1456",2002
"LaPaz Icefield 02213","LL5","592.6",2002
"LaPaz Icefield 02214","LL5","745.1",2002
"LaPaz Icefield 02215","LL5","484.1",2002
"LaPaz Icefield 02216","Diogenite","612.6",2002
"LaPaz Icefield 02217","LL5","653.4",2002
"LaPaz Icefield 02218","H4","473.7",2002
"LaPaz Icefield 02219","LL5","540.5",2002
"LaPaz Icefield 02220","LL5","154.3",2002
"LaPaz Icefield 02221","LL5","184.2",2002
"LaPaz Icefield 02222","LL5","450.5",2002
"LaPaz Icefield 02223","LL5","138.8",2002
"LaPaz Icefield 02224","Lunar (basalt)","252.5",2002
"LaPaz Icefield 02225","EH-imp melt","313.5",2002
"LaPaz Icefield 02226","Lunar (basalt)","244.1",2002
"LaPaz Icefield 02227","LL5","308.5",2002
"LaPaz Icefield 02228","CV3","335.8",2002
"LaPaz Icefield 02229","LL5","252.4",2002
"LaPaz Icefield 02230","LL6","218.7",2002
"LaPaz Icefield 02231","H5","256.7",2002
"LaPaz Icefield 02232","LL6","230.9",2002
"LaPaz Icefield 02233","Aubrite","18.1",2002
"LaPaz Icefield 02234","LL6","24.18",2002
"LaPaz Icefield 02235","L5","31.11",2002
"LaPaz Icefield 02236","LL5","40.04",2002
"LaPaz Icefield 02237","H5","24.4",2002
"LaPaz Icefield 02238","R","26.6",2002
"LaPaz Icefield 02239","CM2","39.3",2002
"LaPaz Icefield 02240","H-imp melt","28.16",2002
"LaPaz Icefield 02241","LL5","106",2002
"LaPaz Icefield 02242","H5","6.86",2002
"LaPaz Icefield 02243","H5","11.67",2002
"LaPaz Icefield 02244","LL5","106.46",2002
"LaPaz Icefield 02245","LL5","108.35",2002
"LaPaz Icefield 02246","LL5","127.4",2002
"LaPaz Icefield 02247","H5","25.33",2002
"LaPaz Icefield 02248","LL5","68.02",2002
"LaPaz Icefield 02249","LL4","20.74",2002
"LaPaz Icefield 02250","LL5","94.3",2002
"LaPaz Icefield 02251","L4","119.03",2002
"LaPaz Icefield 02252","H6","20.76",2002
"LaPaz Icefield 02253","LL5","78.66",2002
"LaPaz Icefield 02254","H5","114.6",2002
"LaPaz Icefield 02255","LL5","94.8",2002
"LaPaz Icefield 02256","L5","162.77",2002
"LaPaz Icefield 02257","LL5","132.33",2002
"LaPaz Icefield 02258","LL5","32.88",2002
"LaPaz Icefield 02259","LL5","54.55",2002
"LaPaz Icefield 02260","LL5","144.88",2002
"LaPaz Icefield 02261","LL5","118.3",2002
"LaPaz Icefield 02262","LL5","45.35",2002
"LaPaz Icefield 02263","LL5","92.22",2002
"LaPaz Icefield 02264","L5","60.33",2002
"LaPaz Icefield 02265","LL5","52.13",2002
"LaPaz Icefield 02266","LL4","141.88",2002
"LaPaz Icefield 02267","H6","39.85",2002
"LaPaz Icefield 02268","L5","17.81",2002
"LaPaz Icefield 02269","CM2","24.24",2002
"LaPaz Icefield 02271","LL5","9.17",2002
"LaPaz Icefield 02273","LL5","25.25",2002
"LaPaz Icefield 02274","H6","26.16",2002
"LaPaz Icefield 02275","LL5","38.18",2002
"LaPaz Icefield 02276","LL5","44.16",2002
"LaPaz Icefield 02277","CM1","7.76",2002
"LaPaz Icefield 02278","H5","3.44",2002
"LaPaz Icefield 02279","L5","5.32",2002
"LaPaz Icefield 02280","H5","17.18",2002
"LaPaz Icefield 02281","LL5","18.78",2002
"LaPaz Icefield 02282","LL5","4.34",2002
"LaPaz Icefield 02283","LL5","37.09",2002
"LaPaz Icefield 02284","L5","6.99",2002
"LaPaz Icefield 02285","LL5","4.95",2002
"LaPaz Icefield 02286","L5","6.65",2002
"LaPaz Icefield 02287","LL5","10.23",2002
"LaPaz Icefield 02288","LL5","6.33",2002
"LaPaz Icefield 02289","H5","9.74",2002
"LaPaz Icefield 02290","L5","7.49",2002
"LaPaz Icefield 02291","H5","3.49",2002
"LaPaz Icefield 02292","L5","16.62",2002
"LaPaz Icefield 02293","LL5","16.47",2002
"LaPaz Icefield 02294","H5","17.38",2002
"LaPaz Icefield 02295","H6","8.17",2002
"LaPaz Icefield 02296","L5","7",2002
"LaPaz Icefield 02297","H5","17.75",2002
"LaPaz Icefield 02298","L5","17.02",2002
"LaPaz Icefield 02299","L5","9.07",2002
"LaPaz Icefield 02300","LL5","108.45",2002
"LaPaz Icefield 02301","LL5","9.23",2002
"LaPaz Icefield 02302","CM2","7.86",2002
"LaPaz Icefield 02303","H5","9.93",2002
"LaPaz Icefield 02304","LL5","13.46",2002
"LaPaz Icefield 02305","L5","45.2",2002
"LaPaz Icefield 02306","L5","7.4",2002
"LaPaz Icefield 02307","H5","8.42",2002
"LaPaz Icefield 02308","CM2","14.15",2002
"LaPaz Icefield 02309","LL5","34.27",2002
"LaPaz Icefield 02310","H5","16.8",2002
"LaPaz Icefield 02311","LL5","3.6",2002
"LaPaz Icefield 02312","L5","21.9",2002
"LaPaz Icefield 02313","LL6","4.9",2002
"LaPaz Icefield 02314","LL5","6.4",2002
"LaPaz Icefield 02315","L4","19.8",2002
"LaPaz Icefield 02316","LL6","5.6",2002
"LaPaz Icefield 02317","LL5","3.2",2002
"LaPaz Icefield 02318","H5","7.7",2002
"LaPaz Icefield 02319","LL5","10.6",2002
"LaPaz Icefield 02320","LL5","2626.4",2002
"LaPaz Icefield 02321","LL5","1046",2002
"LaPaz Icefield 02322","LL5","452.7",2002
"LaPaz Icefield 02323","LL5","507.1",2002
"LaPaz Icefield 02324","LL5","332.4",2002
"LaPaz Icefield 02325","LL5","425.3",2002
"LaPaz Icefield 02326","LL5","369.3",2002
"LaPaz Icefield 02327","LL5","254.4",2002
"LaPaz Icefield 02328","LL5","432.2",2002
"LaPaz Icefield 02329","LL5","403.9",2002
"LaPaz Icefield 02330","LL5","218.49",2002
"LaPaz Icefield 02331","L5","190.88",2002
"LaPaz Icefield 02332","L5","168.8",2002
"LaPaz Icefield 02333","CM2","131.4",2002
"LaPaz Icefield 02334","LL6","135.09",2002
"LaPaz Icefield 02335","LL5","180.1",2002
"LaPaz Icefield 02336","CM2","85.56",2002
"LaPaz Icefield 02337","L4","164.8",2002
"LaPaz Icefield 02338","L4","218.25",2002
"LaPaz Icefield 02339","LL5","169.39",2002
"LaPaz Icefield 02340","LL5","65.44",2002
"LaPaz Icefield 02341","H6","103.66",2002
"LaPaz Icefield 02342","CR2","42.42",2002
"LaPaz Icefield 02343","LL5","14.35",2002
"LaPaz Icefield 02344","LL5","27.53",2002
"LaPaz Icefield 02345","LL5","9.37",2002
"LaPaz Icefield 02346","L5","14.08",2002
"LaPaz Icefield 02347","LL5","41.01",2002
"LaPaz Icefield 02348","CM2","6.86",2002
"LaPaz Icefield 02349","CM2","26.01",2002
"LaPaz Icefield 02370","H5","1.19",2002
"LaPaz Icefield 02371","LL5","213.2",2002
"LaPaz Icefield 02372","LL5","181.13",2002
"LaPaz Icefield 02373","LL5","167.97",2002
"LaPaz Icefield 02374","L5","135.96",2002
"LaPaz Icefield 02375","LL5","109.91",2002
"LaPaz Icefield 02376","LL5","103.63",2002
"LaPaz Icefield 02377","LL5","130.5",2002
"LaPaz Icefield 02378","LL6","88.69",2002
"LaPaz Icefield 02379","LL6","85.51",2002
"LaPaz Icefield 02380","H6","162.78",2002
"LaPaz Icefield 02381","LL5","75.96",2002
"LaPaz Icefield 02382","Ureilite","74.32",2002
"LaPaz Icefield 02383","LL5","51.08",2002
"LaPaz Icefield 02384","H6","35.04",2002
"LaPaz Icefield 02385","LL5","40.68",2002
"LaPaz Icefield 02386","L5","51.39",2002
"LaPaz Icefield 02387","LL5","38.76",2002
"LaPaz Icefield 02388","LL5","24.67",2002
"LaPaz Icefield 02389","L5","33.81",2002
"LaPaz Icefield 02390","LL5","26.48",2002
"LaPaz Icefield 02391","LL5","5.56",2002
"LaPaz Icefield 02392","LL5","22.51",2002
"LaPaz Icefield 02393","LL5","9.99",2002
"LaPaz Icefield 02394","L5","8.58",2002
"LaPaz Icefield 02395","LL5","18.05",2002
"LaPaz Icefield 02396","L5","28.24",2002
"LaPaz Icefield 02397","LL5","46.21",2002
"LaPaz Icefield 02398","L5","35.42",2002
"LaPaz Icefield 02399","L5","5.81",2002
"LaPaz Icefield 02400","L5","29.6",2002
"LaPaz Icefield 02401","L5","30.15",2002
"LaPaz Icefield 02402","LL5","36.37",2002
"LaPaz Icefield 02403","LL5","5.94",2002
"LaPaz Icefield 02404","L5","10.1",2002
"LaPaz Icefield 02405","H5","8.72",2002
"LaPaz Icefield 02406","L5","8.31",2002
"LaPaz Icefield 02407","LL5","40.52",2002
"LaPaz Icefield 02408","LL5","21.77",2002
"LaPaz Icefield 02409","LL5","22.9",2002
"LaPaz Icefield 02410","L5","77.48",2002
"LaPaz Icefield 02411","LL5","122.46",2002
"LaPaz Icefield 02412","LL5","172.38",2002
"LaPaz Icefield 02413","LL5","41.76",2002
"LaPaz Icefield 02414","LL5","41.96",2002
"LaPaz Icefield 02415","LL5","34.71",2002
"LaPaz Icefield 02416","LL5","44.25",2002
"LaPaz Icefield 02417","L5","3.08",2002
"LaPaz Icefield 02418","LL5","54.63",2002
"LaPaz Icefield 02419","LL5","17.54",2002
"LaPaz Icefield 02420","LL5","15.1",2002
"LaPaz Icefield 02421","LL5","18.9",2002
"LaPaz Icefield 02422","CM1","1.99",2002
"LaPaz Icefield 02423","LL5","6.23",2002
"LaPaz Icefield 02424","H5","3.62",2002
"LaPaz Icefield 02425","L5","6.05",2002
"LaPaz Icefield 02426","L5","7.56",2002
"LaPaz Icefield 02427","L5","2.56",2002
"LaPaz Icefield 02428","LL5","13.42",2002
"LaPaz Icefield 02429","H5","6.45",2002
"LaPaz Icefield 02430","L6","1.3",2002
"LaPaz Icefield 02431","L5","7.5",2002
"LaPaz Icefield 02432","LL5","6.3",2002
"LaPaz Icefield 02433","LL5","9.1",2002
"LaPaz Icefield 02434","L5","0.2",2002
"LaPaz Icefield 02435","L5","9.2",2002
"LaPaz Icefield 02436","Lunar (basalt)","59",2002
"LaPaz Icefield 031269","Aubrite","12.93",2003
"LaPaz Icefield 031372","Aubrite","17.61",2003
"LaPaz Icefield 031381","Diogenite","1.89",2003
"LaPaz Icefield 10093","H6","13.5",2010
"LaPaz Icefield 03569","Diogenite","813.7",2003
"LaPaz Icefield 03572","LL6","525.4",2003
"LaPaz Icefield 03593","Iron","657.5",2003
"LaPaz Icefield 03605","Iron","582.8",2003
"LaPaz Icefield 03630","Diogenite","175.67",2003
"LaPaz Icefield 03631","Iron","164.9",2003
"LaPaz Icefield 03632","Lunar (basalt)","92.57",2003
"LaPaz Icefield 10094","H5","10.1",2010
"LaPaz Icefield 03719","Aubrite-an","62.02",2003
"LaPaz Icefield 03780","Aubrite","21.81",2003
"LaPaz Icefield 03782","Eucrite-unbr","22.27",2003
"LaPaz Icefield 03979","Diogenite","2.41",2003
"LaPaz Icefield 10096","LL5","28.1",2010
"LaPaz Icefield 10097","LL5","24.3",2010
"LaPaz Icefield 10098","LL5","46.5",2010
"LaPaz Icefield 10099","LL5","41.4",2010
"LaPaz Icefield 10100","LL6","11.5",2010
"LaPaz Icefield 10102","LL6","17.5",2010
"LaPaz Icefield 10020","LL5","344.9",2010
"LaPaz Icefield 10021","LL5","379.4",2010
"LaPaz Icefield 10022","LL5","382.4",2010
"LaPaz Icefield 10023","LL5","378.5",2010
"LaPaz Icefield 10024","LL5","177.2",2010
"LaPaz Icefield 10030","CK5","50.8",2010
"LaPaz Icefield 10031","R6","12.3",2010
"LaPaz Icefield 10032","CO3","1.5",2010
"LaPaz Icefield 10033","R6","16.9",2010
"LaPaz Icefield 10060","Howardite","31",2010
"LaPaz Icefield 10061","LL5","81.2",2010
"LaPaz Icefield 10062","LL5","63.7",2010
"LaPaz Icefield 10063","LL5","97.6",2010
"LaPaz Icefield 10064","LL6","21",2010
"LaPaz Icefield 10065","LL5","30.1",2010
"LaPaz Icefield 10066","LL5","43.5",2010
"LaPaz Icefield 10067","LL6","29.2",2010
"LaPaz Icefield 10068","L5","30.7",2010
"LaPaz Icefield 10069","L5","7.1",2010
"LaPaz Icefield 10090","LL5","12.1",2010
"LaPaz Icefield 10091","L5","8.2",2010
"LaPaz Icefield 10092","H6","18.1",2010
"LaPaz Icefield 10103","LL5","23.7",2010
"LaPaz Icefield 10104","L6","22",2010
"LaPaz Icefield 10105","LL5","9.2",2010
"LaPaz Icefield 10107","LL5","12.2",2010
"LaPaz Icefield 10108","LL5","14.9",2010
"LaPaz Icefield 10130","EL6","352.6",2010
"LaPaz Icefield 10131","LL6","487",2010
"LaPaz Icefield 10132","LL5","519",2010
"LaPaz Icefield 10133","LL5","365.2",2010
"LaPaz Icefield 10134","LL6","482.9",2010
"LaPaz Icefield 10135","LL5","304.7",2010
"LaPaz Icefield 10136","LL5","418.6",2010
"LaPaz Icefield 10137","LL5","444.8",2010
"LaPaz Icefield 10138","LL5","353.9",2010
"LaPaz Icefield 10139","LL5","166.7",2010
"LaPaz Icefield 91900","Diogenite","786.9",1991
"LaPaz Icefield 91901","L6","66.5",1991
"LaPaz Icefield 91902","L6","119.2",1991
"Larkman Nunatak 06251","L6","2217.9",2006
"Larkman Nunatak 06252","EH3","2660.1",2006
"Larkman Nunatak 06257","LL6","1721.4",2006
"Larkman Nunatak 06259","LL6","924.5",2006
"Larkman Nunatak 06273","L6","837.9",2006
"Larkman Nunatak 06274","H6","905.6",2006
"Larkman Nunatak 06275","H6","707.3",2006
"Larkman Nunatak 06276","H6","1140.2",2006
"Larkman Nunatak 06277","H5","1032.2",2006
"Larkman Nunatak 06278","H6","1196.8",2006
"Larkman Nunatak 06279","LL3.8","729.8",2006
"Larkman Nunatak 06280","H6","1313.4",2006
"Larkman Nunatak 06281","H5","762.4",2006
"Larkman Nunatak 06282","LL5","694.1",2006
"Larkman Nunatak 06283","LL3.8","878.2",2006
"Larkman Nunatak 06284","L5","1261",2006
"Larkman Nunatak 06285","LL6","982.2",2006
"Larkman Nunatak 06286","H6","741.8",2006
"Larkman Nunatak 06287","L5","574.7",2006
"Larkman Nunatak 06288","L6","630.4",2006
"Larkman Nunatak 06289","H6","524.1",2006
"Larkman Nunatak 06290","L5","452.8",2006
"Larkman Nunatak 06291","L6","329.7",2006
"Larkman Nunatak 06292","LL5","623.7",2006
"Larkman Nunatak 06293","LL6","583.5",2006
"Larkman Nunatak 06294","L5","291.8",2006
"Larkman Nunatak 06295","H5-6","225.7",2006
"Larkman Nunatak 06296","H6","381.8",2006
"Larkman Nunatak 06297","H5","331.2",2006
"Larkman Nunatak 06300","LL6","990.3",2006
"Larkman Nunatak 06301","LL3.8","803.6",2006
"Larkman Nunatak 06303","L5","2583.7",2006
"Larkman Nunatak 06306","H6","263.5",2006
"Larkman Nunatak 06307","LL6","354.5",2006
"Larkman Nunatak 06308","L6","465.5",2006
"Larkman Nunatak 06309","H6","601.8",2006
"Larkman Nunatak 06310","L5","815.1",2006
"Larkman Nunatak 06311","L6","234.5",2006
"Larkman Nunatak 06312","LL6","423.8",2006
"Larkman Nunatak 06313","LL5","821.9",2006
"Larkman Nunatak 06314","L5","518.1",2006
"Larkman Nunatak 06315","L5","347.7",2006
"Larkman Nunatak 06316","H6","277",2006
"Larkman Nunatak 06320","LL3.8","161.2",2006
"Larkman Nunatak 06321","H6","248.1",2006
"Larkman Nunatak 06322","L5","325.2",2006
"Larkman Nunatak 06323","L6","320.6",2006
"Larkman Nunatak 06324","LL5","202.3",2006
"Larkman Nunatak 06325","L5","257.4",2006
"Larkman Nunatak 06326","LL6","272.2",2006
"Larkman Nunatak 06327","LL6","286.1",2006
"Larkman Nunatak 06328","H6","151.1",2006
"Larkman Nunatak 06329","L6","135.3",2006
"Larkman Nunatak 06330","LL6","179.3",2006
"Larkman Nunatak 06331","LL5","87.8",2006
"Larkman Nunatak 06332","H6","129.3",2006
"Larkman Nunatak 06333","L6","138.5",2006
"Larkman Nunatak 06334","L5","59.1",2006
"Larkman Nunatak 06335","L5","10.5",2006
"Larkman Nunatak 06336","L5","346.8",2006
"Larkman Nunatak 06337","H6","83.9",2006
"Larkman Nunatak 06338","L6","72.7",2006
"Larkman Nunatak 06339","L6","66.2",2006
"Larkman Nunatak 06399","L4","16.9",2006
"Larkman Nunatak 06400","LL6","134.8",2006
"Larkman Nunatak 06401","L5","168.1",2006
"Larkman Nunatak 06402","L4","84.3",2006
"Larkman Nunatak 06403","LL6","94.7",2006
"Larkman Nunatak 06404","L4","83.6",2006
"Larkman Nunatak 06405","LL6","160",2006
"Larkman Nunatak 06406","L4","105.7",2006
"Larkman Nunatak 06407","LL6","68.3",2006
"Larkman Nunatak 06408","L4","63.7",2006
"Larkman Nunatak 06409","LL6","35.2",2006
"Larkman Nunatak 06423","L4","16.3",2006
"Larkman Nunatak 06470","LL5","10.6",2006
"Larkman Nunatak 06471","L6","19.6",2006
"Larkman Nunatak 06472","H6","38.8",2006
"Larkman Nunatak 06473","H6","14.4",2006
"Larkman Nunatak 06474","L6","9.1",2006
"Larkman Nunatak 06475","L6","18.9",2006
"Larkman Nunatak 06476","H5","13.9",2006
"Larkman Nunatak 06477","H5","26.6",2006
"Larkman Nunatak 06478","H5","4.3",2006
"Larkman Nunatak 06479","L6","14.3",2006
"Larkman Nunatak 06509","L5","67",2006
"Larkman Nunatak 06500","H5","18.1",2006
"Larkman Nunatak 06501","H6","8.8",2006
"Larkman Nunatak 06502","H5","11",2006
"Larkman Nunatak 06503","H6","10.4",2006
"Larkman Nunatak 06504","H6","12.2",2006
